datetime,pm25_level,solar_radiation,boundary_layer_height,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,humidity,precip,precipprob,precipcover,windspeed,pressure,conditions
2019-01-01,261.30434782608694,135.33174,143.09856,22.3,5.8,13.2,22.3,4.7,13.0,70.1,0.0,0.0,0.0,9.4,1020.0,Clear
2019-01-02,278.5,133.70912,136.26231,22.7,7.9,14.9,22.7,7.9,14.9,70.6,0.0,0.0,0.0,11.2,1020.0,Clear
2019-01-03,345.375,135.9514,240.07968,19.9,7.0,12.6,19.9,6.2,12.4,83.1,0.0,0.0,0.0,21.1,1021.4,Clear
2019-01-04,238.375,128.81148,152.73969,17.7,8.0,11.9,17.7,4.9,11.3,87.3,0.0,0.0,0.0,21.5,1020.3,Partially cloudy
2019-01-05,225.91666666666663,134.66133,257.30548,20.9,7.6,13.3,20.9,7.0,12.8,78.8,0.0,0.0,0.0,21.6,1018.6,Clear
2019-01-06,169.0,117.33368,200.55927,19.2,10.5,14.2,19.2,10.5,14.2,81.6,5.552,100.0,12.5,22.3,1017.9,"Rain, Partially cloudy"
2019-01-07,185.04166666666663,137.8448,212.90425,19.5,8.0,12.9,19.5,8.0,12.8,86.7,0.0,0.0,0.0,11.2,1019.7,Partially cloudy
2019-01-08,177.45833333333334,132.27681,258.1032,19.6,8.0,12.8,19.6,7.4,12.7,84.5,0.0,0.0,0.0,15.0,1018.1,Partially cloudy
2019-01-09,134.66666666666666,141.93831,258.84375,20.3,7.0,13.3,20.3,4.8,12.9,74.2,0.0,0.0,0.0,24.3,1017.3,Clear
2019-01-10,149.8695652173913,144.12672,161.89012,20.5,7.5,13.1,20.5,6.8,12.9,72.0,0.0,0.0,0.0,11.2,1016.9,Clear
2019-01-11,249.125,138.77318,191.50221,21.5,6.7,14.0,21.5,6.7,14.0,71.9,0.0,0.0,0.0,9.4,1018.3,Clear
2019-01-12,233.66666666666663,116.138145,204.26584,22.0,8.8,14.8,22.0,8.8,14.8,72.2,0.0,0.0,0.0,11.2,1017.4,Partially cloudy
2019-01-13,249.29166666666663,137.56902,299.05063,22.4,9.6,15.8,22.4,9.6,15.8,74.2,0.0,0.0,0.0,14.8,1019.3,Partially cloudy
2019-01-14,82.69565217391305,151.61247,410.19183,19.0,9.0,13.3,19.0,7.6,13.0,64.5,0.0,0.0,0.0,24.6,1019.4,Clear
2019-01-15,115.75,146.09048,232.09325,18.7,6.0,11.2,18.7,4.0,10.4,71.1,0.0,0.0,0.0,18.4,1018.4,Partially cloudy
2019-01-16,235.20833333333331,131.0009,134.78363,20.0,6.2,12.6,20.0,6.2,12.6,73.3,0.0,0.0,0.0,9.4,1018.2,Partially cloudy
2019-01-17,293.42857142857144,149.14944,172.93613,21.7,6.3,13.4,21.7,6.3,13.4,74.6,0.0,0.0,0.0,14.8,1017.0,Clear
2019-01-18,228.66666666666663,150.65395,140.56073,20.8,6.0,12.6,20.8,4.4,12.3,78.4,0.0,0.0,0.0,22.8,1017.2,Clear
2019-01-19,222.29166666666663,148.71095,124.580284,25.1,7.7,15.1,25.1,7.7,15.1,71.6,0.0,0.0,0.0,9.4,1017.1,Clear
2019-01-20,219.25,137.62033,104.26253,28.0,9.5,18.3,27.8,9.5,18.1,63.9,0.0,0.0,0.0,9.4,1015.9,Partially cloudy
2019-01-21,142.04166666666666,113.27343,395.00775,23.0,13.0,16.8,23.0,13.0,16.8,79.2,10.507,100.0,8.33,26.5,1013.1,"Rain, Partially cloudy"
2019-01-22,45.22222222222222,90.00342,269.95462,18.0,13.0,15.2,18.0,13.0,15.2,95.0,29.553,100.0,12.5,22.3,1013.8,"Rain, Partially cloudy"
2019-01-23,141.61904761904762,103.50895,180.62723,18.4,9.8,13.0,18.4,8.7,12.9,93.4,0.0,0.0,0.0,11.2,1017.5,Partially cloudy
2019-01-24,128.0,138.97269,298.94348,20.8,11.0,14.7,20.8,11.0,14.7,86.7,2.701,100.0,4.17,20.5,1019.6,"Rain, Partially cloudy"
2019-01-25,78.16666666666667,133.15187,237.25148,18.0,10.5,13.8,18.0,10.5,13.8,83.5,2.552,100.0,4.17,13.0,1019.7,"Rain, Partially cloudy"
2019-01-26,104.20833333333331,158.83891,316.5835,18.8,7.3,12.5,18.8,6.4,12.3,70.3,0.0,0.0,0.0,14.8,1022.2,Clear
2019-01-27,140.95833333333334,154.20601,347.64563,18.5,5.1,11.2,18.5,4.0,10.8,77.9,0.0,0.0,0.0,31.8,1022.6,Partially cloudy
2019-01-28,112.1818181818182,164.43182,386.98627,18.8,6.0,11.9,18.8,4.4,11.5,72.6,0.0,0.0,0.0,24.6,1022.1,Clear
2019-01-29,123.3181818181818,165.22858,211.95535,19.8,6.0,12.2,19.8,4.4,11.7,69.3,0.0,0.0,0.0,16.6,1020.5,Clear
2019-01-30,195.08333333333331,148.03561,153.81296,20.2,6.8,13.1,20.2,5.6,13.0,69.6,0.0,0.0,0.0,13.6,1019.1,Partially cloudy
2019-01-31,215.83333333333331,148.30115,317.6629,20.8,10.0,14.6,20.8,10.0,14.6,72.6,0.0,0.0,0.0,16.1,1017.7,Partially cloudy
2019-02-01,177.8181818181818,136.47527,235.02844,21.0,11.9,15.4,21.0,11.9,15.4,81.4,0.0,0.0,0.0,15.4,1018.4,Partially cloudy
2019-02-02,197.20833333333331,163.43642,244.80998,17.6,8.0,12.1,17.6,6.0,11.5,95.1,0.0,0.0,0.0,21.0,1018.7,Partially cloudy
2019-02-03,141.5,166.3895,203.78188,19.6,10.0,13.2,19.6,8.7,13.1,91.4,0.0,0.0,0.0,15.6,1019.8,Clear
2019-02-04,126.17647058823528,167.53607,143.34236,22.6,8.0,14.1,22.6,6.8,14.0,81.5,0.0,0.0,0.0,11.2,1020.2,Partially cloudy
2019-02-05,181.20833333333331,134.02025,166.94836,24.6,10.2,16.8,24.6,10.2,16.8,77.4,0.0,0.0,0.0,10.0,1017.5,Partially cloudy
2019-02-06,187.7058823529412,132.46526,356.3277,25.0,13.3,18.6,25.0,13.3,18.6,84.6,0.681,100.0,4.17,21.8,1012.4,"Rain, Partially cloudy"
2019-02-07,194.83333333333331,102.4433,512.635,18.2,13.3,16.4,18.2,13.3,16.4,93.7,7.033,100.0,8.33,33.2,1010.3,"Rain, Partially cloudy"
2019-02-08,59.333333333333336,160.86072,361.33478,20.1,8.0,13.9,20.1,8.0,13.9,78.6,0.0,0.0,0.0,17.7,1016.4,Clear
2019-02-09,96.73684210526316,177.58769,300.40094,20.0,8.0,13.6,20.0,6.0,13.1,76.4,0.0,0.0,0.0,18.0,1018.9,Clear
2019-02-10,158.36363636363637,139.94193,202.37521,20.6,7.0,13.7,20.6,7.0,13.7,76.9,0.0,0.0,0.0,22.4,1020.2,Partially cloudy
2019-02-11,146.13478260869564,151.33113,182.43773,21.8,9.2,15.2,21.8,8.5,15.2,73.9,0.0,0.0,0.0,11.2,1020.5,Partially cloudy
2019-02-12,149.91376811594202,160.99583,166.22658,22.9,11.3,16.7,22.9,11.3,16.7,78.7,0.0,0.0,0.0,7.6,1020.5,Partially cloudy
2019-02-13,138.36060606060605,156.8768,171.43518,25.0,12.4,18.3,25.0,12.4,18.3,73.6,0.0,0.0,0.0,11.6,1019.6,Partially cloudy
2019-02-14,110.69434380032207,65.91645,417.1501,21.0,15.1,17.4,21.0,15.1,17.4,86.2,9.806,100.0,12.5,18.4,1015.2,"Rain, Partially cloudy"
2019-02-15,108.42240338164252,98.528595,328.25653,21.5,13.8,16.7,21.5,13.8,16.7,85.8,0.1,100.0,4.17,15.6,1015.5,"Rain, Partially cloudy"
2019-02-16,144.29384057971015,146.92938,341.64697,19.2,13.0,15.3,19.2,13.0,15.3,91.4,0.0,0.0,0.0,16.6,1017.3,Partially cloudy
2019-02-17,127.08188405797102,180.62735,379.96744,21.0,11.0,15.5,21.0,11.0,15.5,83.5,0.0,0.0,0.0,20.3,1014.2,Partially cloudy
2019-02-18,112.9336956521739,128.22913,232.11089,24.8,12.3,18.1,24.8,12.3,18.1,73.0,0.63,100.0,4.17,21.3,1009.4,"Rain, Partially cloudy"
2019-02-19,110.41123188405795,173.66763,190.61646,23.9,13.2,18.4,23.9,13.2,18.4,79.7,0.0,0.0,0.0,12.0,1012.5,Partially cloudy
2019-02-20,93.28396739130436,71.446785,262.28745,20.8,15.0,18.1,20.8,15.0,18.1,87.5,2.171,100.0,12.5,11.4,1017.4,"Rain, Partially cloudy"
2019-02-21,73.35733695652173,168.90788,275.54108,27.8,15.0,21.0,28.3,15.0,21.1,71.6,0.0,0.0,0.0,15.4,1016.1,Partially cloudy
2019-02-22,74.31014492753623,178.17444,577.1588,23.0,15.0,18.7,23.0,15.0,18.7,78.5,0.0,0.0,0.0,24.5,1016.8,Partially cloudy
2019-02-23,81.20253623188405,188.61865,399.4523,22.0,9.0,16.4,22.0,7.2,16.3,66.5,0.0,0.0,0.0,29.4,1015.3,Partially cloudy
2019-02-24,93.28115942028984,188.85146,264.02353,23.6,13.0,17.1,23.6,13.0,17.1,65.4,0.0,0.0,0.0,16.6,1012.0,Partially cloudy
2019-02-25,114.26195652173912,151.01756,238.98254,25.0,11.0,17.2,25.0,11.0,17.2,65.0,1.851,100.0,4.17,22.3,1011.1,"Rain, Partially cloudy"
2019-02-26,98.23998682476945,167.6082,353.29453,21.0,11.7,15.7,21.0,11.7,15.7,67.7,0.17,100.0,4.17,24.1,1011.3,"Rain, Partially cloudy"
2019-02-27,64.1286231884058,163.66734,474.9404,19.0,11.3,15.0,19.0,11.3,15.0,71.7,0.0,0.0,0.0,14.8,1011.5,Partially cloudy
2019-02-28,58.05124223602485,202.29207,573.86255,21.3,9.0,15.0,21.3,9.0,15.0,69.4,0.0,0.0,0.0,23.5,1015.3,Partially cloudy
2019-03-01,67.32753623188407,203.5633,280.2817,23.3,8.7,16.3,23.3,8.7,16.2,62.9,0.0,0.0,0.0,16.6,1015.8,Clear
2019-03-02,68.46000000000001,77.763,280.22726,18.7,13.0,15.6,18.7,13.0,15.6,81.3,6.391,100.0,16.67,18.4,1015.9,"Rain, Partially cloudy"
2019-03-03,67.7314558629776,143.12262,386.09753,22.1,12.0,16.6,22.1,12.0,16.6,85.2,2.722,100.0,8.33,18.4,1012.6,"Rain, Partially cloudy"
2019-03-04,70.116930171278,170.37479,425.16406,23.7,12.3,18.2,23.7,12.3,18.2,80.9,0.0,0.0,0.0,15.4,1009.8,Partially cloudy
2019-03-05,58.70652173913044,202.27933,543.3197,23.0,12.0,17.7,23.0,12.0,17.7,72.4,0.0,0.0,0.0,18.0,1010.8,Partially cloudy
2019-03-06,61.45741106719368,211.85255,539.6169,24.1,11.0,17.7,24.1,11.0,17.7,65.8,0.0,0.0,0.0,16.2,1011.9,Clear
2019-03-07,73.4538208168643,212.67554,352.97745,26.0,10.4,18.7,26.0,10.4,18.7,62.1,0.0,0.0,0.0,15.9,1012.3,Clear
2019-03-08,80.90688405797101,199.1842,357.89,26.0,13.2,19.8,26.0,13.2,19.8,63.1,0.0,0.0,0.0,14.4,1013.8,Clear
2019-03-09,79.75072463768116,201.77391,512.6224,26.2,14.2,20.1,26.2,14.2,20.1,60.0,0.0,0.0,0.0,14.8,1013.9,Clear
2019-03-10,66.03659420289856,220.407,482.00894,26.8,11.5,19.6,26.4,11.5,19.6,56.4,0.0,0.0,0.0,16.6,1014.2,Clear
2019-03-11,92.92456140350876,164.27095,432.43643,27.8,14.5,21.4,27.7,14.5,21.4,59.5,0.555,100.0,4.17,23.8,1013.4,"Rain, Partially cloudy"
2019-03-12,74.04528985507247,190.94469,575.41815,27.0,15.2,21.1,26.8,15.2,21.1,61.3,0.0,0.0,0.0,14.8,1015.6,Partially cloudy
2019-03-13,74.50760869565218,130.79349,274.17355,24.8,16.0,20.1,24.8,16.0,20.1,61.8,0.0,0.0,0.0,11.2,1015.9,Partially cloudy
2019-03-14,81.66304347826087,161.73767,365.16998,24.0,13.4,18.0,24.0,13.4,18.0,73.2,0.77,100.0,4.17,18.4,1016.8,"Rain, Partially cloudy"
2019-03-15,66.23128019323671,224.27016,572.924,25.8,11.0,18.6,25.8,11.0,18.6,71.5,0.0,0.0,0.0,13.0,1018.2,Clear
2019-03-16,73.31280193236715,221.66597,427.39832,26.0,13.0,19.6,26.0,13.0,19.6,66.1,0.0,0.0,0.0,14.8,1016.6,Partially cloudy
2019-03-17,71.04428341384863,224.60963,521.54706,27.8,14.0,21.1,27.3,14.0,21.1,60.0,0.0,0.0,0.0,14.8,1014.6,Partially cloudy
2019-03-18,45.0,214.30682,446.62756,28.1,13.8,21.1,27.7,13.8,21.1,61.9,0.0,0.0,0.0,16.6,1014.1,Clear
2019-03-19,90.5,222.43875,431.99643,30.9,14.7,22.7,30.4,14.7,22.6,59.6,0.0,0.0,0.0,11.2,1010.5,Clear
2019-03-20,71.42083333333333,200.57503,379.77927,34.0,17.4,25.7,34.3,17.4,25.6,51.7,0.0,0.0,0.0,16.1,1008.7,Partially cloudy
2019-03-21,119.89583333333331,213.8627,412.8996,31.5,18.8,25.1,29.9,18.8,24.7,51.5,0.0,0.0,0.0,16.6,1012.1,Partially cloudy
2019-03-22,35.575,233.51996,813.42737,29.8,17.0,23.5,28.3,17.0,23.2,45.9,0.0,0.0,0.0,24.3,1014.4,Clear
2019-03-23,48.45416666666667,233.43909,649.1565,30.1,16.0,23.2,28.9,16.0,23.0,49.8,0.0,0.0,0.0,22.3,1013.6,Clear
2019-03-24,57.12916666666666,212.4682,552.96436,31.9,15.0,24.0,30.8,15.0,23.8,51.6,0.0,0.0,0.0,15.1,1012.0,Clear
2019-03-25,65.05416666666666,157.79024,437.78348,30.1,17.0,23.0,29.5,17.0,22.9,61.0,0.0,0.0,0.0,14.8,1012.3,Partially cloudy
2019-03-26,79.65,233.84511,778.59644,30.0,16.0,23.2,29.3,16.0,23.1,58.9,0.0,0.0,0.0,22.4,1013.5,Clear
2019-03-27,66.43478260869566,221.0026,629.7297,31.2,16.0,24.6,30.3,16.0,24.3,51.5,0.0,0.0,0.0,18.0,1014.3,Partially cloudy
2019-03-28,73.0,227.54855,432.39526,35.0,17.6,26.3,36.2,17.6,26.4,54.4,0.0,0.0,0.0,9.7,1012.0,Clear
2019-03-29,82.95833333333333,215.92879,354.41467,36.7,20.5,28.6,36.6,20.5,28.7,53.4,0.0,0.0,0.0,13.5,1008.9,Clear
2019-03-30,83.29166666666667,218.0568,340.06528,39.0,22.0,30.2,39.0,22.0,30.5,50.0,0.255,100.0,4.17,18.0,1007.8,"Rain, Partially cloudy"
2019-03-31,51.79166666666666,239.6975,692.6385,34.1,22.4,28.4,31.9,22.4,27.7,42.4,0.0,0.0,0.0,23.2,1008.9,Partially cloudy
2019-04-01,65.75,245.2167,638.4239,33.8,16.0,26.6,32.5,16.0,25.9,41.5,0.0,0.0,0.0,21.1,1009.1,Clear
2019-04-02,65.16666666666667,244.20346,512.90515,35.0,17.7,27.1,33.5,17.7,26.5,42.2,0.0,0.0,0.0,14.2,1009.7,Clear
2019-04-03,72.375,240.30919,502.449,36.2,19.0,27.9,35.3,19.0,27.5,42.3,0.0,0.0,0.0,15.4,1008.7,Clear
2019-04-04,92.6086956521739,238.63545,412.09946,39.0,20.7,29.8,38.2,20.7,29.8,44.5,0.0,0.0,0.0,14.1,1009.3,Clear
2019-04-05,77.25,213.58087,327.83063,40.0,21.5,30.8,42.0,21.5,30.8,44.1,0.0,0.0,0.0,23.0,1008.2,Clear
2019-04-06,73.75,208.97528,317.29306,38.6,23.9,31.9,39.0,23.9,32.0,38.0,0.0,0.0,0.0,11.4,1006.9,Partially cloudy
2019-04-07,135.91666666666666,206.94125,476.4411,35.0,23.0,30.0,40.2,23.0,32.3,55.2,5.851,100.0,8.33,32.5,1006.1,"Rain, Partially cloudy"
2019-04-08,68.08333333333333,231.79736,448.9206,36.0,21.8,28.0,36.8,21.8,28.4,53.2,0.0,0.0,0.0,17.2,1007.2,Partially cloudy
2019-04-09,68.79166666666667,236.98766,531.189,37.0,22.3,29.6,38.1,22.3,29.9,48.7,0.0,0.0,0.0,11.2,1006.8,Clear
2019-04-10,87.29166666666667,206.56123,326.62518,38.8,22.9,31.3,38.6,22.9,31.4,44.5,0.0,0.0,0.0,15.5,1008.0,Clear
2019-04-11,58.333333333333336,225.1315,368.83215,38.9,24.5,32.0,38.8,24.5,31.9,38.4,0.0,0.0,0.0,15.3,1007.8,Clear
2019-04-12,56.875,228.03613,485.85583,37.0,25.0,30.6,39.1,25.0,30.9,42.4,0.625,100.0,8.33,17.8,1008.4,"Rain, Partially cloudy"
2019-04-13,45.875,224.73549,654.4614,38.0,23.7,31.2,39.0,23.7,31.1,38.7,0.0,0.0,0.0,25.4,1008.9,Clear
2019-04-14,47.208333333333336,231.24898,700.5317,39.0,24.0,31.6,39.3,24.0,31.5,37.0,0.0,0.0,0.0,18.4,1008.8,Clear
2019-04-15,50.708333333333336,223.58028,698.68066,40.0,27.0,33.2,40.4,27.0,33.0,33.6,0.0,0.0,0.0,18.0,1006.7,Partially cloudy
2019-04-16,59.708333333333336,169.87546,638.89026,30.5,21.0,25.8,32.9,21.0,26.2,58.9,1.2,100.0,12.5,27.7,1010.2,"Rain, Partially cloudy"
2019-04-17,19.416666666666668,127.322685,606.1427,28.8,19.0,23.1,29.5,19.0,23.2,66.0,0.544,100.0,8.33,25.4,1011.0,"Rain, Partially cloudy"
2019-04-18,35.875,216.92268,658.2726,30.8,18.0,24.6,31.0,18.0,24.7,59.5,0.0,0.0,0.0,11.5,1012.0,Partially cloudy
2019-04-19,79.29166666666667,222.16599,934.0111,32.0,19.0,26.2,31.8,19.0,26.2,51.8,0.0,0.0,0.0,14.4,1009.6,Clear
2019-04-20,90.91666666666669,239.21362,1045.899,34.8,15.9,28.0,34.9,15.9,27.7,47.3,0.0,0.0,0.0,9.4,1007.0,Clear
2019-04-21,81.91666666666667,241.27504,956.95074,37.2,22.3,30.4,37.0,22.3,30.2,39.5,0.0,0.0,0.0,16.3,1005.2,Clear
2019-04-22,98.20833333333331,242.16449,1119.0404,38.2,23.8,31.7,38.9,23.8,32.0,41.5,0.0,0.0,0.0,16.4,1005.3,Clear
2019-04-23,93.875,244.82793,565.58606,40.4,24.4,33.0,41.3,24.4,33.6,40.0,0.0,0.0,0.0,12.9,1006.0,Clear
2019-04-24,78.47826086956522,233.53467,485.23273,41.4,28.8,34.9,46.3,29.5,36.6,38.5,0.0,0.0,0.0,18.3,1007.0,Partially cloudy
2019-04-25,85.875,232.72447,728.2171,42.2,28.7,34.1,47.7,29.6,37.4,46.1,0.0,0.0,0.0,16.6,1006.9,Partially cloudy
2019-04-26,81.13636363636364,230.88383,1344.8077,40.4,26.1,33.5,41.0,26.1,33.5,35.3,0.0,0.0,0.0,20.5,1006.7,Clear
2019-04-27,74.33333333333333,257.6996,1307.7451,41.0,27.0,34.6,40.2,26.8,33.8,27.2,0.0,0.0,0.0,25.3,1005.9,Clear
2019-04-28,98.33333333333331,260.64786,1402.3807,41.2,26.0,34.4,39.1,26.0,33.0,24.5,0.0,0.0,0.0,18.3,1004.8,Clear
2019-04-29,95.36363636363636,252.04938,1026.5276,42.2,25.0,34.4,40.6,25.0,33.4,25.5,0.0,0.0,0.0,15.0,1004.1,Clear
2019-04-30,88.45833333333333,251.9774,975.5677,43.2,25.3,35.4,44.1,25.3,35.0,26.7,0.0,0.0,0.0,13.6,1001.2,Partially cloudy
2019-05-01,100.20833333333331,255.2952,977.5281,41.4,26.0,34.3,42.0,26.0,34.3,32.3,0.0,0.0,0.0,11.2,1000.4,Partially cloudy
2019-05-02,79.58333333333333,204.83182,641.7497,39.7,27.4,32.7,47.2,27.3,33.9,37.8,0.0,0.0,0.0,21.0,1002.5,Partially cloudy
2019-05-03,112.5,225.67543,920.6123,38.9,24.2,30.6,42.2,24.2,31.5,44.8,4.448,100.0,4.17,47.7,1004.9,"Rain, Partially cloudy"
2019-05-04,90.375,260.4348,1591.672,39.0,23.8,31.7,38.0,23.8,31.0,36.1,0.0,0.0,0.0,21.6,1006.7,Clear
2019-05-05,130.6818181818182,263.19574,1667.0593,39.2,21.6,32.0,39.0,21.6,31.2,28.5,0.0,0.0,0.0,18.0,1007.0,Clear
2019-05-06,115.6818181818182,262.8,1569.6835,41.0,24.5,33.2,40.8,24.5,32.6,29.4,0.0,0.0,0.0,21.0,1004.3,Clear
2019-05-07,117.41666666666669,259.76724,1047.8057,41.2,23.8,33.3,43.5,23.8,33.3,31.4,0.0,0.0,0.0,21.0,1002.9,Clear
2019-05-08,156.65217391304347,260.4967,1111.5552,41.9,25.8,34.5,45.3,25.8,34.9,31.5,0.0,0.0,0.0,22.7,1003.0,Clear
2019-05-09,158.375,260.27426,1402.5819,41.8,29.0,35.2,46.6,27.7,35.5,29.4,0.0,0.0,0.0,21.6,1002.2,Clear
2019-05-10,126.69565217391305,254.8466,1050.9297,41.2,29.9,34.8,44.9,29.2,35.5,32.3,0.1,100.0,4.17,20.5,1003.0,"Rain, Partially cloudy"
2019-05-11,109.0,225.55498,1061.3939,39.2,25.0,33.0,43.4,25.0,34.3,40.1,0.0,0.0,0.0,15.6,1005.4,Partially cloudy
2019-05-12,227.375,245.9047,1174.0251,38.4,27.0,32.7,42.2,27.1,34.1,41.0,0.0,0.0,0.0,19.7,1005.3,Partially cloudy
2019-05-13,203.95833333333331,233.59247,904.5001,40.0,25.0,31.7,46.6,25.0,33.7,46.0,3.896,100.0,8.33,26.1,1003.8,"Rain, Partially cloudy"
2019-05-14,47.66666666666666,224.80927,979.5072,35.1,24.0,30.0,38.5,24.0,31.3,52.5,0.0,0.0,0.0,14.2,1005.0,Partially cloudy
2019-05-15,68.875,247.70334,568.0215,35.0,23.0,29.2,41.1,23.0,31.2,59.1,1.747,100.0,8.33,17.7,1006.2,"Rain, Partially cloudy"
2019-05-16,65.20833333333333,242.68803,1028.8151,36.2,25.2,30.4,40.6,25.2,31.9,54.2,0.0,0.0,0.0,33.2,1006.9,Partially cloudy
2019-05-17,68.33333333333333,179.16226,757.44824,36.8,21.0,28.3,42.1,21.0,29.9,62.3,12.344,100.0,8.33,16.6,1006.4,"Rain, Partially cloudy"
2019-05-18,41.958333333333336,228.27396,938.4295,32.8,21.0,27.0,36.0,21.0,28.1,64.5,0.0,0.0,0.0,20.8,1006.9,Partially cloudy
2019-05-19,86.54166666666667,256.84906,1241.8372,37.2,24.3,31.2,36.8,24.3,31.1,44.4,0.0,0.0,0.0,17.2,1006.9,Clear
2019-05-20,90.125,245.40765,1064.3484,40.0,24.8,32.8,39.6,24.8,32.8,37.7,0.0,0.0,0.0,18.5,1007.2,Clear
2019-05-21,78.52173913043478,226.35663,1139.4283,41.2,26.5,33.9,42.2,26.5,34.2,35.7,0.0,0.0,0.0,14.3,1005.7,Partially cloudy
2019-05-22,55.16666666666666,224.31764,830.3491,39.0,27.4,33.0,40.6,28.3,34.1,41.0,0.0,0.0,0.0,14.1,1004.2,Partially cloudy
2019-05-23,81.78260869565217,218.82735,800.46686,40.1,25.6,32.1,42.3,25.6,33.5,48.4,4.299,100.0,8.33,27.7,1003.2,"Rain, Partially cloudy"
2019-05-24,40.16666666666666,235.11841,557.38184,33.0,25.3,29.4,36.6,25.3,31.1,59.7,0.0,0.0,0.0,24.1,1005.2,Partially cloudy
2019-05-25,41.333333333333336,247.33281,1275.2206,37.0,26.0,31.5,38.1,26.0,32.0,44.9,0.0,0.0,0.0,23.9,1004.7,Clear
2019-05-26,53.25,259.99255,977.8909,39.2,24.5,33.0,39.1,24.5,32.6,34.1,0.0,0.0,0.0,16.7,1003.1,Clear
2019-05-27,51.0,255.81125,1470.2881,42.2,26.4,34.9,41.2,26.4,34.0,27.6,0.0,0.0,0.0,19.9,1002.8,Clear
2019-05-28,62.958333333333336,264.77905,1250.4417,42.3,24.5,35.1,40.1,24.5,33.6,23.4,0.0,0.0,0.0,25.0,1002.5,Clear
2019-05-29,61.25,257.29614,1431.1072,43.2,26.3,36.1,43.6,26.3,35.6,26.6,0.0,0.0,0.0,18.2,1000.8,Clear
2019-05-30,71.95,255.81384,1080.3798,45.0,28.6,37.3,45.0,29.1,36.8,25.9,0.0,0.0,0.0,16.8,999.4,Clear
2019-05-31,69.66666666666667,254.3791,951.4565,45.2,29.6,37.2,45.2,28.8,36.9,24.9,0.0,0.0,0.0,14.8,999.6,Clear
2019-06-01,82.16666666666667,244.74866,511.8691,43.2,29.5,37.3,49.4,30.4,40.3,33.9,0.0,0.0,0.0,14.8,999.7,Clear
2019-06-02,89.0,243.04915,794.01874,42.4,32.0,36.8,48.9,35.8,42.6,45.5,0.0,0.0,0.0,20.5,999.7,Clear
2019-06-03,59.21739130434783,238.04094,801.81445,40.8,30.9,35.4,48.2,34.4,40.4,47.2,0.0,0.0,0.0,20.5,1000.5,Clear
2019-06-04,53.458333333333336,233.25758,626.0321,41.0,29.9,35.5,49.1,31.9,40.0,45.1,0.0,0.0,0.0,18.4,1000.9,Partially cloudy
2019-06-05,62.958333333333336,220.89442,570.31696,43.0,31.0,36.9,49.6,33.0,41.0,41.1,0.0,0.0,0.0,14.8,1000.4,Partially cloudy
2019-06-06,58.55,238.24188,583.75555,44.0,30.3,36.7,45.8,32.0,38.2,34.6,0.0,0.0,0.0,18.4,1000.7,Partially cloudy
2019-06-07,48.66666666666666,241.98068,905.847,40.2,27.3,34.0,45.6,28.6,37.3,46.0,0.0,0.0,0.0,16.6,1003.6,Clear
2019-06-08,44.73333333333333,249.08228,1104.4601,43.0,29.7,36.9,48.3,33.7,39.9,39.0,0.0,0.0,0.0,14.4,1001.9,Clear
2019-06-09,63.2,257.4095,714.4816,45.0,28.9,37.2,45.0,30.3,38.2,31.8,0.0,0.0,0.0,18.0,999.3,Clear
2019-06-10,53.08695652173913,253.23892,850.8269,47.0,29.4,39.0,47.0,31.3,39.3,26.0,0.0,0.0,0.0,15.4,996.7,Clear
2019-06-11,97.83333333333331,239.95045,551.7229,45.0,33.6,38.7,45.0,33.3,38.8,25.2,0.0,0.0,0.0,24.6,996.7,Partially cloudy
2019-06-12,50.66666666666666,195.46701,669.8915,41.2,30.2,35.6,46.6,32.4,38.0,38.6,0.0,0.0,0.0,19.2,999.2,Partially cloudy
2019-06-13,43.16666666666666,240.34413,1013.90076,41.4,30.0,36.0,47.1,31.3,39.0,40.4,0.0,0.0,0.0,16.6,999.8,Partially cloudy
2019-06-14,43.16666666666666,251.91344,1226.9797,43.4,30.8,36.8,43.4,31.8,37.1,30.4,0.0,0.0,0.0,23.2,998.7,Clear
2019-06-15,70.70833333333333,244.08934,1436.2817,43.2,29.5,37.1,43.8,29.5,37.0,26.9,0.0,0.0,0.0,22.0,998.1,Partially cloudy
2019-06-16,43.29166666666666,212.89133,1068.5494,36.0,28.0,31.5,39.2,29.8,34.1,53.4,0.23,100.0,4.17,32.2,1000.6,"Rain, Partially cloudy"
2019-06-17,39.44444444444444,225.3525,871.82227,32.6,26.3,30.4,35.7,26.3,32.1,52.5,0.34,100.0,4.17,26.0,1000.1,"Rain, Partially cloudy"
2019-06-18,27.23076923076923,209.19011,683.077,35.0,22.0,27.8,35.1,22.0,28.6,62.3,7.913,100.0,8.33,23.3,1001.7,"Rain, Partially cloudy"
2019-06-19,25.0,230.86337,778.6449,37.0,26.0,31.1,39.8,26.0,33.2,56.0,0.0,0.0,0.0,14.8,1000.7,Partially cloudy
2019-06-20,39.333333333333336,240.4301,933.6238,39.0,25.0,32.2,42.3,25.0,34.7,52.8,0.0,0.0,0.0,15.7,1001.7,Clear
2019-06-21,63.875,210.46935,887.7792,39.2,29.2,34.2,45.4,32.5,38.8,50.2,0.0,0.0,0.0,14.1,1001.7,Partially cloudy
